time,low,high,open,close,volume
1740236400,127.44,128.92,127.44,128.48,10335.2825757
1740232800,127.11,128.04,127.45,127.43,11977.23784035
1740229200,126.86,128.59,128.12,127.46,8662.92883391
1740225600,127.51,128.51,127.95,128.11,5689.44600612
1740222000,126.56,128.47,127.46,127.94,7299.07742672
1740218400,127.43,128.86,127.77,127.46,5439.3853439
1740214800,127.31,128.54,127.32,127.77,7690.88843172
1740211200,126.63,128.28,127.44,127.32,9137.91161364
1740207600,127.41,129.9,129.46,127.43,10837.97281931
1740204000,129.19,130.22,129.76,129.41,6855.86509141
1740200400,129.25,130.41,129.95,129.73,7601.52574177
1740196800,127.81,129.98,128.17,129.9,9509.13459287
1740193200,127.7,128.84,128.63,128.18,15750.9045488
1740189600,128.01,129.4,129.22,128.61,12624.98282125
1740186000,128.75,131.18,129.21,129.21,25735.37032577
1740182400,126.66,129.26,128.04,129.21,22843.94063668
