time,low,high,open,close,volume
1739750400,2.722,2.7483,2.7289,2.7469,2799033.351707
1739746800,2.719,2.7602,2.7598,2.7288,4333921.497459
1739743200,2.7345,2.7662,2.7593,2.76,2661429.804054
1739739600,2.7348,2.7678,2.7449,2.7593,3203564.824284
1739736000,2.724,2.7512,2.7261,2.7452,3380960.933262
1739732400,2.6998,2.7299,2.7184,2.7261,2994302.156846
1739728800,2.69,2.7306,2.7304,2.7181,6257754.171521
1739725200,2.7259,2.7409,2.7299,2.7306,2447296.938449
1739721600,2.7139,2.735,2.7229,2.73,2159625.936042
1739718000,2.7156,2.736,2.7276,2.7234,3082370.662407
1739714400,2.7092,2.734,2.732,2.7276,6275689.947885
1739710800,2.7271,2.764,2.7611,2.7321,3100923.456664
1739707200,2.7483,2.7676,2.7643,2.7611,1577074.799254
1739703600,2.7451,2.77,2.7464,2.7647,1508058.199391
1739700000,2.7451,2.7628,2.7621,2.7458,835506.131238
1739696400,2.7404,2.7694,2.7661,2.7618,2529670.653203
1739692800,2.7558,2.7779,2.7611,2.7664,1497554.498592
1739689200,2.7524,2.7875,2.7869,2.7608,2555491.10593
1739685600,2.7798,2.8009,2.7932,2.7868,2199585.411383
1739682000,2.7788,2.8055,2.7901,2.7931,1619605.225183
1739678400,2.7772,2.7989,2.7835,2.79,2165668.801847
1739674800,2.7673,2.7885,2.7789,2.7835,1924296.245735
1739671200,2.7696,2.7937,2.7934,2.779,2254339.67076
1739667600,2.7642,2.8045,2.7715,2.7933,7205971.2963
1739664000,2.7559,2.7845,2.7625,2.7715,3468848.533116
