time,low,high,open,close,volume
1739664000,132.27,134.97,133.87,134.85,25091.16916893
1739660400,130.95,134.0,131.41,133.89,18387.43574321
1739656800,130.64,132.48,131.77,131.39,13736.35014791
1739653200,129.96,131.96,130.47,131.85,19640.5183602
1739649600,128.99,130.92,130.27,130.47,26869.21048707
1739646000,129.6,132.54,131.73,130.25,24032.79382821
1739642400,130.81,132.23,131.03,131.73,20201.82389277
1739638800,130.24,133.52,132.47,131.04,31847.84297483
1739635200,131.41,135.01,133.87,132.5,51693.40035778
1739631600,131.09,134.9,133.07,133.87,41681.12280064
1739628000,130.8,133.31,131.74,133.08,26382.00229492
1739624400,131.57,132.79,131.99,131.73,17200.57898046
1739620800,131.49,133.36,132.03,131.98,17881.64649038
1739617200,130.96,132.77,132.13,131.98,13577.95676585
1739613600,131.17,133.39,131.42,132.1,19430.69412515
1739610000,130.63,132.53,131.0,131.43,13078.02336727
1739606400,129.44,132.64,129.52,130.99,15952.08349115
1739602800,127.72,130.74,128.7,129.52,14704.36473339
1739599200,128.0,129.32,128.86,128.77,8524.37842085
1739595600,128.85,130.73,130.55,128.85,12228.5042128
1739592000,129.28,132.15,129.58,130.55,31170.57838584
1739588400,129.31,130.54,129.46,129.54,30358.53637797
1739584800,127.27,129.86,127.58,129.5,18402.14233319
1739581200,125.12,127.85,125.36,127.6,10170.2094111
1739577600,124.26,125.39,124.92,125.39,11051.88117139
