time,low,high,open,close,volume
1739664000,2690.22,2706.28,2693.58,2700.15,1950.08838195
1739660400,2690.26,2698.24,2695.44,2693.58,847.722113
1739656800,2688.0,2705.88,2701.22,2695.64,1615.70272138
1739653200,2686.14,2702.95,2686.38,2701.11,1622.98712961
1739649600,2679.34,2697.25,2692.17,2686.37,1615.34953721
1739646000,2690.6,2706.18,2703.03,2692.17,1382.89295267
1739642400,2685.01,2708.36,2686.31,2703.03,2122.09833268
1739638800,2679.56,2694.55,2689.22,2686.34,1176.16579206
1739635200,2683.21,2696.91,2691.3,2689.22,2557.14624549
1739631600,2684.03,2699.43,2689.49,2691.39,2198.63451002
1739628000,2664.22,2707.62,2707.36,2689.36,6511.85953564
1739624400,2706.32,2714.67,2710.58,2707.63,762.75498237
1739620800,2704.23,2714.46,2708.63,2710.57,935.37396579
1739617200,2700.01,2715.18,2710.66,2708.63,1145.68885298
1739613600,2696.27,2712.81,2703.31,2710.7,758.78281122
1739610000,2696.47,2712.78,2704.99,2703.31,1144.1857609
1739606400,2697.18,2712.51,2697.84,2705.22,850.90290337
1739602800,2694.0,2711.07,2709.74,2697.85,1397.6017442
1739599200,2705.55,2723.16,2722.5,2709.77,872.09784571
1739595600,2716.26,2725.14,2720.98,2722.49,1631.31613032
1739592000,2718.01,2733.71,2725.13,2721.27,1375.24925864
1739588400,2724.05,2739.55,2732.04,2725.13,1148.99647352
1739584800,2721.44,2735.15,2728.93,2731.95,1748.48427162
1739581200,2714.71,2731.3,2717.14,2729.01,2560.4211458
1739577600,2705.48,2728.14,2726.36,2717.14,2101.78906571
