time,low,high,open,close,volume
1740236400,2736.86,2784.99,2737.0,2778.92,5583.23586967
1740232800,2722.38,2741.91,2722.38,2736.99,2309.58870079
1740229200,2721.87,2744.37,2738.88,2722.3,3403.57638052
1740225600,2725.27,2742.29,2732.66,2738.85,2324.85435099
1740222000,2729.61,2742.61,2732.62,2732.66,1777.31613807
1740218400,2711.75,2752.19,2714.18,2732.49,6976.7499797
1740214800,2690.17,2717.21,2690.17,2714.18,3127.72803017
1740211200,2676.25,2693.65,2684.03,2690.18,1728.21316082
1740207600,2683.66,2696.64,2684.17,2684.24,1510.42883428
1740204000,2682.25,2695.45,2690.38,2683.91,1825.8654218
1740200400,2675.17,2694.93,2680.99,2690.38,2088.6497177
1740196800,2672.31,2685.38,2675.0,2680.99,1527.95678198
1740193200,2666.72,2683.2,2682.51,2675.15,2351.41638908
1740189600,2665.76,2685.54,2683.63,2682.51,2718.85133514
1740186000,2675.81,2688.78,2678.12,2683.63,6779.88111203
1740182400,2652.08,2682.39,2661.68,2678.14,10631.30403402
