time,low,high,open,close,volume
1740096000,98106.38,98547.53,98347.2,98267.26,297.04440515
1740092400,98129.55,98555.15,98154.42,98347.2,430.97342805
1740088800,98097.79,98422.96,98122.24,98157.99,291.06821068
1740085200,98032.62,98560.0,98512.94,98122.25,360.79250267
1740081600,98345.87,98768.54,98456.8,98512.94,975.13235687
1740078000,98247.16,98557.19,98326.35,98456.62,691.62045828
1740074400,97971.46,98470.4,97989.54,98326.35,843.0357268
1740070800,97539.34,98046.43,97561.46,97989.54,648.28570138
1740067200,96890.62,98000.0,96926.0,97560.61,612.25118346
1740063600,96808.5,97334.54,96985.89,96918.01,752.52101215
1740060000,96884.18,98076.95,97568.68,96986.41,1168.68104873
1740056400,97286.62,97598.22,97437.4,97568.67,343.99051365
1740052800,97214.55,97569.23,97214.55,97437.4,265.8353751
1740049200,97160.82,97400.0,97381.77,97219.01,188.01196054
1740045600,97097.55,97391.56,97203.1,97381.77,290.43953639
1740042000,97155.0,97293.83,97171.19,97203.11,227.68228324
1740038400,96800.02,97234.0,96876.04,97171.19,181.33483746
1740034800,96811.27,97114.34,96925.15,96876.04,255.18053329
1740031200,96790.78,97011.0,96921.85,96925.15,214.63873217
1740027600,96623.7,97229.32,97224.43,96921.85,446.87021523
1740024000,97054.13,97370.17,97073.09,97224.09,272.30481735
1740020400,96979.05,97370.33,97140.12,97073.09,273.28724325
1740016800,96750.7,97288.0,96783.52,97140.12,383.1425032
1740013200,96638.8,97000.0,96866.46,96783.52,222.79869241
1740009600,96419.07,96871.13,96632.03,96866.47,242.96735533
