time,low,high,open,close,volume
1740236400,2.5797,2.5958,2.5834,2.59,1936863.088345
1740232800,2.5794,2.5891,2.5798,2.583,1475997.531209
1740229200,2.5778,2.5995,2.5905,2.5797,2569426.812321
1740225600,2.5819,2.5949,2.5885,2.5906,1399762.35179
1740222000,2.583,2.593,2.5855,2.5885,1119985.767302
1740218400,2.5772,2.5956,2.5828,2.5857,1607222.566716
1740214800,2.5718,2.5845,2.572,2.5827,1477295.835948
1740211200,2.5648,2.5854,2.5815,2.5717,1911020.59442
1740207600,2.5809,2.595,2.5854,2.5814,1156101.972164
1740204000,2.5776,2.5884,2.5832,2.5855,1166786.660083
1740200400,2.571,2.5859,2.5817,2.583,1545704.781392
1740196800,2.567,2.5866,2.572,2.5819,1683235.778813
1740193200,2.561,2.575,2.5732,2.5717,2210428.279804
1740189600,2.5637,2.5901,2.5901,2.5729,2858179.537544
1740186000,2.5765,2.5988,2.5826,2.5902,3597636.767135
1740182400,2.5508,2.5878,2.571,2.5825,4281224.103397
