time,low,high,open,close,volume
1739664000,97570.05,97738.22,97596.54,97602.68,75.83267348
1739660400,97432.43,97663.81,97555.34,97596.94,109.56597669
1739656800,97434.05,97765.51,97695.44,97555.33,68.77215147
1739653200,97542.3,97714.91,97549.99,97696.96,69.31834911
1739649600,97420.09,97660.0,97544.89,97549.99,42.38121485
1739646000,97525.0,97671.42,97555.28,97544.89,50.03011541
1739642400,97373.8,97605.48,97406.23,97550.34,74.30804087
1739638800,97320.68,97597.54,97547.03,97418.78,73.47109733
1739635200,97466.55,97731.8,97648.41,97548.11,62.06297437
1739631600,97558.31,97730.98,97617.47,97648.41,51.20112777
1739628000,97425.01,97782.54,97721.94,97617.47,74.22054352
1739624400,97680.14,97958.43,97758.04,97728.81,46.3703022
1739620800,97536.9,97845.0,97640.05,97753.3,53.20536058
1739617200,97492.64,97704.56,97669.7,97637.59,46.9210934
1739613600,97458.97,97753.06,97577.89,97669.69,31.92122323
1739610000,97447.18,97625.88,97536.01,97577.88,37.15127262
1739606400,97320.0,97571.5,97367.23,97533.28,49.20907147
1739602800,97361.57,97561.21,97505.41,97367.24,23.07136937
1739599200,97444.95,97686.29,97624.48,97509.5,40.16823379
1739595600,97460.26,97658.62,97546.53,97624.48,34.79762681
1739592000,97500.01,97804.35,97675.76,97546.53,58.72163217
1739588400,97650.0,97997.85,97860.03,97675.76,56.86757183
1739584800,97632.97,97947.32,97809.6,97857.06,187.55708951
1739581200,97443.95,97861.24,97473.87,97809.6,97.02866968
1739577600,97225.01,97535.04,97507.94,97473.87,188.19718273
