time,low,high,open,close,volume
1739923200,2665.62,2678.0,2670.57,2668.6,2598.65026718
1739919600,2652.03,2671.37,2654.25,2670.59,2790.53992697
1739916000,2647.35,2665.97,2651.1,2654.25,3595.61728095
1739912400,2627.72,2657.53,2629.54,2651.15,5796.81363133
1739908800,2616.83,2642.07,2628.79,2628.84,8280.6828365
1739905200,2612.28,2644.92,2630.5,2628.56,7632.10573469
1739901600,2607.55,2640.71,2618.44,2630.5,7959.13599765
1739898000,2604.48,2648.25,2634.7,2618.71,11040.94032574
1739894400,2629.23,2683.83,2672.83,2634.2,13228.90013924
1739890800,2658.6,2692.76,2687.69,2673.31,9297.52147227
1739887200,2672.18,2731.84,2702.5,2687.58,8920.81640831
1739883600,2689.42,2703.39,2702.59,2702.44,3733.78610599
1739880000,2676.01,2709.81,2678.71,2702.71,4410.6068214
1739876400,2675.63,2695.6,2695.09,2678.78,2445.83980882
1739872800,2691.2,2705.78,2696.46,2694.7,3591.02371191
1739869200,2663.26,2696.64,2666.93,2696.63,3967.41598166
1739865600,2653.05,2677.38,2671.99,2667.29,4391.71325879
1739862000,2656.83,2681.66,2662.99,2671.85,5643.62372118
1739858400,2652.1,2679.09,2677.28,2662.85,7292.54634755
1739854800,2673.52,2705.5,2701.8,2677.4,4448.32734443
1739851200,2691.15,2717.67,2712.03,2702.09,2756.28272159
1739847600,2709.08,2723.75,2713.55,2712.03,1655.85657114
1739844000,2707.11,2738.86,2736.17,2713.56,2415.04339067
1739840400,2715.15,2740.33,2720.52,2736.14,2579.17775052
1739836800,2716.79,2756.5,2744.11,2720.53,5567.8846031
